first_name,last_name,plays,gender,country,age,DOB,height,weight,current_singles,highest_singles,current_doubles,highest_doubles,singles_main_tournmaents,singles_lower_tournaments,doubles_main_tournaments,doubles_lower_tournaments,wins_singles,losses_singles,total_singles,References
దే,లాఫుఎంటెసాంటియాగో,కుడి,పురుషుడు,అర్జెంటీనా,20,6. 2. 2002,,,843,843,826,753,0,1,0,1,19,19,,https://www.tennisexplorer.com/list-players/?country=argentina
పెనా,లోపెజ్ మాన్యువల్,కుడి,పురుషుడు,అర్జెంటీనా,24,10. 2. 1998,180 సెం.మీ,73 kg,844,395,1009,299,0,2,0,2,114,72,,https://www.tennisexplorer.com/list-players/?country=argentina
వెలోట్టి,అగస్టిన్,కుడి,పురుషుడు,అర్జెంటీనా,30,24. 5. 1992,174 సెం.మీ,72 kg,884,166,2329,290,0,16,0,16,91,97,,https://www.tennisexplorer.com/list-players/?country=argentina
అరచే,నికోలస్ అల్బెర్టో,కుడి,పురుషుడు,అర్జెంటీనా,27,15. 9. 1994,175 సెం.మీ,70 kg,890,567,1146,353,0,2,0,2,129,123,,https://www.tennisexplorer.com/list-players/?country=argentina
గెల్లర్,ఆక్సెల్,కుడి,పురుషుడు,అర్జెంటీనా,23,1. 4. 1999,191 సెం.మీ,88 kg,929,539,973,622,0,3,0,3,15,3,,https://www.tennisexplorer.com/list-players/?country=argentina
ఎస్టీవెజ్,మాక్సిమిలియానో,ఎడమ,పురుషుడు,అర్జెంటీనా,33,18. 5. 1989,,,951,242,1268,329,0,12,0,12,177,103,,https://www.tennisexplorer.com/list-players/?country=argentina
రోడ్రిగ్జ్,లోరెంజో జోక్విన్,కుడి,పురుషుడు,అర్జెంటీనా,22,29. 9. 1999,,,955,954,994,993,0,0,0,0,9,9,,https://www.tennisexplorer.com/list-players/?country=argentina
పోర్రాస్,జూలియో సీజర్,కుడి,పురుషుడు,అర్జెంటీనా,24,25. 2. 1998,,,1037,1031,2184,2184,0,0,0,0,1,2,,https://www.tennisexplorer.com/list-players/?country=argentina
జస్టో,గైడోఇవాన్,కుడి,పురుషుడు,అర్జెంటీనా,24,17. 12. 1997,,,1093,692,1432,661,0,0,0,0,32,50,,https://www.tennisexplorer.com/list-players/?country=argentina
బర్రెనా,అలెక్స్,కుడి,పురుషుడు,అర్జెంటీనా,19,10. 10. 2002,,,1101,1051,732,732,0,0,0,0,29,24,,https://www.tennisexplorer.com/list-players/?country=argentina
కోహెన్,అలాన్,కుడి,పురుషుడు,అర్జెంటీనా,29,20. 4. 1993,,,1185,755,1473,531,0,0,0,0,57,74,,https://www.tennisexplorer.com/list-players/?country=argentina
గాగ్లియార్డో,లోరెంజో,కుడి,పురుషుడు,అర్జెంటీనా,21,27. 6. 2000,,,1187,1142,1921,1542,0,0,0,0,8,23,,https://www.tennisexplorer.com/list-players/?country=argentina
మిడాన్,లౌటారో,కుడి,పురుషుడు,అర్జెంటీనా,,,,,1403,1398,1157,1155,0,0,0,0,2,2,,https://www.tennisexplorer.com/list-players/?country=argentina
తచ్చి,లూసియానో,కుడి,పురుషుడు,అర్జెంటీనా,21,26. 4. 2001,,,1423,1225,1729,1385,0,0,0,0,2,9,,https://www.tennisexplorer.com/list-players/?country=argentina
గ్రాస్సీ,మజ్జుచిజువాన్‌పాబ్లో,ఎడమ,పురుషుడు,అర్జెంటీనా,22,28. 8. 1999,,,1460,968,1335,971,0,0,0,0,21,16,,https://www.tennisexplorer.com/list-players/?country=argentina
హెస్,సీన్,కుడి,పురుషుడు,అర్జెంటీనా,21,1. 4. 2001,,,1492,1473,1364,1357,0,0,0,0,9,11,,https://www.tennisexplorer.com/list-players/?country=argentina
బారోస్,మాన్యువల్,కుడి,పురుషుడు,అర్జెంటీనా,28,19. 5. 1994,191 సెం.మీ,78 kg,1535,1072,,1116,0,0,0,0,19,47,,https://www.tennisexplorer.com/list-players/?country=argentina
బ్రమాజో,శాంటియాగో,కుడి,పురుషుడు,అర్జెంటీనా,21,7. 11. 2000,,,1535,1437,,1506,0,0,0,0,1,5,,https://www.tennisexplorer.com/list-players/?country=argentina
ఉరిసన్,నికోలస్,కుడి,పురుషుడు,అర్జెంటీనా,28,22. 6. 1993,178 సెం.మీ,80 kg,1535,1121,2541,683,0,0,0,0,41,51,,https://www.tennisexplorer.com/list-players/?country=argentina
సిగార్రాన్,థియాగో,కుడి,పురుషుడు,అర్జెంటీనా,22,26. 3. 2000,,,1558,1438,1922,1590,0,0,0,0,5,24,,https://www.tennisexplorer.com/list-players/?country=argentina
ఫీట్,ఫ్రాంకో,కుడి,పురుషుడు,అర్జెంటీనా,29,3. 9. 1992,193 సెం.మీ,83 kg,1586,920,1271,437,0,0,0,0,133,115,,https://www.tennisexplorer.com/list-players/?country=argentina
మోరెనో,ఫెడెరికో,కుడి,పురుషుడు,అర్జెంటీనా,27,5. 8. 1994,180 సెం.మీ,82 kg,1586,849,2061,474,0,0,0,0,79,78,,https://www.tennisexplorer.com/list-players/?country=argentina
లోపెజ్,లింక్వెట్ లియోనార్డో,కుడి,పురుషుడు,అర్జెంటీనా,,,,,1615,1588,1652,1646,0,0,0,0,4,6,,https://www.tennisexplorer.com/list-players/?country=argentina
జెన్నారో,డాంటే,కుడి,పురుషుడు,అర్జెంటీనా,29,14. 5. 1993,188 సెం.మీ,88 kg,1650,445,2261,563,0,0,0,0,104,108,,https://www.tennisexplorer.com/list-players/?country=argentina
డోరియా,లూసియానో,కుడి,పురుషుడు,అర్జెంటీనా,29,27. 1. 1993,180 సెం.మీ,78 kg,1666,1005,,1026,0,0,0,0,31,66,,https://www.tennisexplorer.com/list-players/?country=argentina
విలారో,అలెజో,కుడి,పురుషుడు,అర్జెంటీనా,26,26. 9. 1995,178 సెం.మీ,74 kg,1666,975,1094,623,0,0,0,0,52,67,,https://www.tennisexplorer.com/list-players/?country=argentina
ఎలి,నికోలస్,కుడి,పురుషుడు,అర్జెంటీనా,,,,,1709,1702,,321,0,0,0,0,0,1,,https://www.tennisexplorer.com/list-players/?country=argentina
ఇటుర్బ్,మాటియాస్,కుడి,పురుషుడు,అర్జెంటీనా,20,5. 2. 2002,,,1709,1702,,321,0,0,0,0,0,1,,https://www.tennisexplorer.com/list-players/?country=argentina
లుయిని,లూకాస్,ఎడమ,పురుషుడు,అర్జెంటీనా,24,19. 9. 1997,,,1709,1579,,1639,0,0,0,0,0,2,,https://www.tennisexplorer.com/list-players/?country=argentina
కరారో,లూసియానో,కుడి,పురుషుడు,అర్జెంటీనా,24,22. 4. 1998,,,1816,1257,,1290,0,0,0,0,1,7,,https://www.tennisexplorer.com/list-players/?country=argentina
గాస్సియా,అగస్టిన్ మరియా,కుడి,పురుషుడు,అర్జెంటీనా,25,11. 11. 1996,,,1816,1341,2416,1385,0,0,0,0,2,5,,https://www.tennisexplorer.com/list-players/?country=argentina
నోవో,ఇగ్నాసియో,కుడి,పురుషుడు,అర్జెంటీనా,21,30. 6. 2000,,,1816,1808,,530,0,0,0,0,0,2,,https://www.tennisexplorer.com/list-players/?country=argentina
డెర్డోయ్,ఫెలిప్,కుడి,పురుషుడు,అర్జెంటీనా,25,9. 2. 1997,,,1925,1376,1882,1287,0,0,0,0,15,30,,https://www.tennisexplorer.com/list-players/?country=argentina
మిర్గోన్,ఫెడెరికో,కుడి,పురుషుడు,అర్జెంటీనా,,,,,1925,1913,1882,1287,0,0,0,0,0,2,,https://www.tennisexplorer.com/list-players/?country=argentina
ఫ్రాంకో,టోబియాస్,కుడి,పురుషుడు,అర్జెంటీనా,20,26. 12. 2001,,,2005,1992,1896,1895,0,0,0,0,2,9,,https://www.tennisexplorer.com/list-players/?country=argentina
రిబెరో,ఫ్రాంకో,కుడి,పురుషుడు,అర్జెంటీనా,22,9. 9. 1999,188 సెం.మీ,82 kg,2005,1384,1882,1428,0,0,0,0,13,24,,https://www.tennisexplorer.com/list-players/?country=argentina
సఫ్రాట్టి,మార్కో,కుడి,పురుషుడు,అర్జెంటీనా,22,10. 9. 1999,,,2005,1268,2534,1252,0,0,0,0,7,16,,https://www.tennisexplorer.com/list-players/?country=argentina
విలిచిచ్,బటిస్టా,కుడి,పురుషుడు,అర్జెంటీనా,,,,,2005,1145,1862,1679,0,0,0,0,3,9,,https://www.tennisexplorer.com/list-players/?country=argentina
విట్టార్,ఫ్రాన్సిస్కో,కుడి,పురుషుడు,అర్జెంటీనా,23,16. 5. 1999,173 సెం.మీ,73 kg,2005,1480,1744,1552,0,0,0,0,9,19,,https://www.tennisexplorer.com/list-players/?country=argentina
ఫలాబెల్లా,లౌటరోఅగస్టిన్,కుడి,పురుషుడు,అర్జెంటీనా,24,19. 1. 1998,,,2063,1467,1118,1112,0,0,0,0,12,33,,https://www.tennisexplorer.com/list-players/?country=argentina
పోస్టాయ్,అలాన్,కుడి,పురుషుడు,అర్జెంటీనా,25,21. 11. 1996,,,2063,1507,1782,1782,0,0,0,0,4,20,,https://www.tennisexplorer.com/list-players/?country=argentina
అరియాస్,బిస్సోఫాకుండో,కుడి,పురుషుడు,అర్జెంటీనా,23,30. 9. 1998,,,2092,1712,2184,1915,0,0,0,0,1,3,,https://www.tennisexplorer.com/list-players/?country=argentina
డెల్,పినోమాటియో,కుడి,పురుషుడు,అర్జెంటీనా,,,,,2092,1861,1526,1515,0,0,0,0,3,5,,https://www.tennisexplorer.com/list-players/?country=argentina
గిమెనెజ్,జూలియన్,కుడి,పురుషుడు,అర్జెంటీనా,21,23. 2. 2001,,,2092,1549,,1722,0,0,0,0,1,8,,https://www.tennisexplorer.com/list-players/?country=argentina
సిమోనిట్,ఎజెక్విల్,కుడి,పురుషుడు,అర్జెంటీనా,,,,,2092,2077,,1907,0,0,0,0,1,3,,https://www.tennisexplorer.com/list-players/?country=argentina
బియాంచి,నికోలస్,కుడి,పురుషుడు,అర్జెంటీనా,25,10. 11. 1996,180 సెం.మీ,78 kg,2114,1223,1432,784,0,0,0,0,21,31,,https://www.tennisexplorer.com/list-players/?country=argentina
అబాడీ,ఫెడెరికో,కుడి,పురుషుడు,అర్జెంటీనా,41,11. 2. 1981,,,,951,,818,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=argentina
అకాసుసో,జోస్,కుడి,పురుషుడు,అర్జెంటీనా,39,20. 10. 1982,190 సెం.మీ,86 kg,,20,,27,3,4,3,4,122,110,,https://www.tennisexplorer.com/list-players/?country=argentina
అగసార్కిసియన్,జువాన్ మాన్యుయెల్,కుడి,పురుషుడు,అర్జెంటీనా,35,26. 1. 1987,,,,944,,893,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=argentina
అగ్యురే,క్రిస్టోబాల్,కుడి,పురుషుడు,అర్జెంటీనా,43,20. 8. 1978,,,,1053,,1310,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=argentina
అల్బానో,రోడ్రిగో,కుడి,పురుషుడు,అర్జెంటీనా,32,13. 5. 1990,,,,1151,,788,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=argentina
అల్బెర్టి,లియోనెల్,ఎడమ,పురుషుడు,అర్జెంటీనా,35,21. 9. 1986,,,,811,,988,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=argentina
ఆల్బిన్,మార్టిన్ వెన్సెస్లొ ,కుడి,పురుషుడు,అర్జెంటీనా,25,5. 3. 1997,,,,1744,,988,0,0,0,0,0,3,,https://www.tennisexplorer.com/list-players/?country=argentina
ఆల్కాల్డే,జువాన్ జువాన్,కుడి,పురుషుడు,అర్జెంటీనా,22,18. 7. 1999,,,,1246,,1293,0,0,0,0,1,11,,https://www.tennisexplorer.com/list-players/?country=argentina
అల్మడ,ఆస్కార్,కుడి,పురుషుడు,అర్జెంటీనా,28,2. 3. 1994,,,,1776,,676,0,0,0,0,1,6,,https://www.tennisexplorer.com/list-players/?country=argentina
అల్ండ్,మార్టిన్,కుడి,పురుషుడు,అర్జెంటీనా,36,26. 12. 1985,183 సెం.మీ,80 kg,,84,,103,0,13,0,13,114,111,,https://www.tennisexplorer.com/list-players/?country=argentina
అల్వారెజ్,డియెగో,కుడి,పురుషుడు,అర్జెంటీనా,42,6. 3. 1980,185 సెం.మీ,77 kg,,216,,143,0,2,0,2,57,64,,https://www.tennisexplorer.com/list-players/?country=argentina
అల్వారెజ్,రాబర్టో మార్సెలో,కుడి,పురుషుడు,అర్జెంటీనా,51,23. 2. 1971,,,,290,,251,0,1,0,1,8,4,,https://www.tennisexplorer.com/list-players/?country=argentina
అల్వారెజ్,రోడ్రిగో,కుడి,పురుషుడు,అర్జెంటీనా,32,26. 8. 1989,,,,1417,,251,0,0,0,0,0,1,,https://www.tennisexplorer.com/list-players/?country=argentina
ఆల్వో,ఫకుండో,కుడి,పురుషుడు,అర్జెంటీనా,26,2. 2. 1996,,,,1400,,1092,0,0,0,0,10,19,,https://www.tennisexplorer.com/list-players/?country=argentina
ఏమడో,జువాన్ పాబ్లో ,కుడి,పురుషుడు,అర్జెంటీనా,36,2. 4. 1986,191 సెం.మీ,76 kg,,225,,217,0,20,0,20,41,52,,https://www.tennisexplorer.com/list-players/?country=argentina
అమరంటే,జువాన్ ఇగ్నాసియో,కుడి,పురుషుడు,అర్జెంటీనా,30,9. 7. 1991,,,,820,,1294,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=argentina
